🕘️更新时间,#genre#
安徽卫视,http://139.196.151.191:2051/rtp/239.45.1.120:5140
重庆卫视,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=chongqing&videoTVChannel=chongqing&P2PChannelID=pd://cctv_p2p_hdchongqing&tai=chongqing&VideoName=chongqing&channelID=chongqing
东方卫视,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953535631090825_hlsb.m3u8
东南卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=dongnan&P2PChannelID=pd://cctv_p2p_dongnan
甘肃卫视,http://139.196.151.191:2051/rtp/239.45.1.234:5140
广西卫视,http://139.196.151.191:2051/rtp/239.45.0.5:5140
贵州卫视,http://139.196.151.191:2051/rtp/239.45.1.80:5140
海南卫视,http://139.196.151.191:2051/rtp/239.45.1.81:5140
河北卫视,http://139.196.151.191:2051/rtp/239.45.1.44:5140
河南卫视,http://139.196.151.191:2051/rtp/239.45.0.3:5140
吉林卫视,http://139.196.151.191:2051/rtp/239.45.0.6:5140
江苏卫视,https://txmov2.a.kwimgs.com/upic/2023/02/07/12/BMjAyMzAyMDcxMjQ3NDlfNzM5MzQzNzIyXzk1NjcxMTk5ODM5XzBfMw==_b_Bb92095c7df3c98b458dd14abf1d4b575.mp4
江西卫视,http://222.214.208.34:59901/tsfile/live/0138_1.m3u8
辽宁卫视,http://139.196.151.191:2051/rtp/239.45.1.123:5140
内蒙古卫视,http://139.196.151.191:2051/rtp/239.45.1.238:5140
宁夏卫视,http://221.2.148.205:8154/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://139.196.151.191:2051/rtp/239.45.1.230:5140
山东卫视,http://221.226.51.220:50081/newlive/live/hls/34/live.m3u8
山西卫视,http://139.196.151.191:2051/rtp/239.45.1.229:5140
陕西卫视,http://139.196.151.191:2051/rtp/239.45.1.232:5140
四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
深圳卫视,http://222.214.208.34:59901/tsfile/live/0126_1.m3u8
三沙卫视,https://srs.ssws.tv/video/sstv-10/index.m3u8
天津卫视,http://139.196.151.191:2051/rtp/239.45.1.124:5140
西藏卫视,http://221.2.148.205:8154/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://live.wjyanghu.com/live/CH1.m3u8
云南卫视,http://182.150.23.74:808/hls/29/index.m3u8

☘️上海频道,#genre#
七彩戏剧,http://139.196.214.238/rtp/239.45.3.61:5140
上海第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
动漫秀场,http://139.196.214.238/rtp/239.45.3.134:5140
哈哈炫动,http://139.196.214.238/rtp/239.45.1.55:5140
新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
第一财经,http://139.196.214.238/rtp/239.45.3.211:5140
都市剧场,http://139.196.151.191:2051/rtp/239.45.3.136:5140

🌊港·澳·台,#genre#
翡翠台,http://cdn9.163189.xyz/smt1.1.php?id=jade_twn
凤凰中文,https://piccpndks.v.kcdnvip.com/audio/xianggangweishi_2.m3u8
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_audio.m3u8
TVBS亚洲,http://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8?zshijd
香港卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=xianggangweishi&P2PChannelID=pd://cctv_p2p_hdxianggangweishi
纬来体育,rtmp://116.93.98.236/sat/tv721.flv
纬来育乐,rtmp://220.130.201.73/sat/tv701
Viutv,https://live.hkdvb.com/hls/live/99.m3u8?token=631170156112507&edge=live.tvfree.sbs
东森超视,rtmp://f13h.mine.nu:1935:1935/sat/tv331

🎬电影频道,#genre#
CHC家庭影院,http://38.75.136.137:98/gslb/dsdqpub/chcjt.m3u8?auth=testpub
CHC动作电影,http://eastscreen.tv/ooooo.php?id=chcdz
靖天映画,http://nmk.ioapk.com:5050/li-4gtv-4gtv055/index.m3u8?proxy=true
靖天戏剧,http://nmk.ioapk.com:5050/li-4gtv-4gtv058/index.m3u8?proxy=true
天映经典,http://mypanel-4k.com:80/me52pjdqa6/dt2t9r16ja/1165791
星空卫视,rtmp://58.200.131.2:1935/livetv/startv
东森超视,rtmp://f13h.mine.nu:1935:1935/sat/tv331

🎥咪咕直播,#genre#

🏀体育频道,#genre#
CCTV-5,http://221.226.51.220:50081/newlive/live/hls/5/live.m3u8
CCTV-5+,http://182.150.23.74:808/hls/16/index.m3u8
广东体育,http://183.11.239.36:808/hls/2/index.m3u8
纬来体育,rtmp://116.93.98.236/sat/tv721.flv
五星体育,http://139.196.214.238/rtp/239.45.3.210:5140
山东体育,http://satellitepull.cnr.cn/live/wxsdtyxxgb/playlist.m3u8

🪁动画频道,#genre#
动漫秀场,http://139.196.214.238/rtp/239.45.3.134:5140
金鹰卡通,http://139.196.151.191:2051/rtp/239.45.3.118:5140
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=#migu5://611318244
七龙珠,http://www.douzhicloud.site:35455/huya/11601966
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
猫和老鼠,http://www.douzhicloud.site:35455/huya/11352879
蜡笔小新,http://www.douzhicloud.site:35455/bilibili/30837590

🎮游戏频道,#genre#
游戏风云,http://dassby.qqff.top:99/live/游戏风云/index.m3u8

🎵音乐频道,#genre#
CCTV-15,http://69.30.246.194/live/cctv15.m3u8
风云音乐,http://hmfs.f3322.net:3388/hls/29/index.m3u8
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
音乐之声,http://live.xmcdn.com/live/1205/64.m3u8

🏛经典剧场,#genre#
笑傲江湖,https://alimov2.a.kwimgs.com/upic/2023/03/07/20/BMjAyMzAzMDcyMDMyNDdfNjE2NzgxMTQwXzk3NzEzNDY4NjgxXzBfMw==_b_B75baa98fedb7da382eb4a29e5f7df2bf.mp4
天龙八部,https://vip1.lz-cdn1.com/20230217/20640_9eee7111/index.m3u8
鹿鼎记,http://www.douzhicloud.site:35455/yy/28265277
封神榜,http://www.douzhicloud.site:35455/huya/29465849
上海滩,https://txmov2.a.kwimgs.com/upic/2021/02/22/22/BMjAyMTAyMjIyMjU2NDFfMTI0MzE0NjMyOF80NDg1MDgzMTY5NF8yXzM=_b_B35aa4e9376173041991a9a379ff4ac56.mp4
射雕英雄传,http://www.douzhicloud.site:35455/huya/23824164
